Entrez	Symbol	AMO_D_discoideum	AMO_E_histolytica	AMO_P_pallidum	EXC_G_intestinalis	EXC_L_major	EXC_N_gruberi	EXC_T_brucei	EXC_T_vaginalis	OPI_B_dendrobatidis	OPI_B_floridae	OPI_C_albicans	OPI_C_elegans	OPI_C_neoformans	OPI_C_owczarzaki	OPI_D_melanogaster	OPI_D_rerio	OPI_E_cuniculi	OPI_G_gallus	OPI_H_sapiens	OPI_M_brevicollis	OPI_M_domestica	OPI_M_musculus	OPI_N_ceranae	OPI_N_crassa	OPI_N_vectensis	OPI_O_anatinus	OPI_R_norvegicus	OPI_S_cerevisiae	OPI_S_pombe	OPI_S_rosetta	OPI_T_adhaerens	OPI_T_hominis	OPI_U_maydis	OPI_X_tropicalis	PLA_A_thaliana	PLA_C_reinhardtii	PLA_M_pusilla	PLA_O_sativa	PLA_O_tauri	PLA_P_patens	PLA_V_carteri	SAR_B_bovis	SAR_B_hominis	SAR_C_parvum	SAR_E_siliculosus	SAR_P_falciparum	SAR_P_infestans	SAR_P_sojae	SAR_P_tetraurelia	SAR_P_tricornutum	SAR_T_gondii	SAR_T_parva	SAR_T_pseudonana	SAR_T_thermophila
3740	Matryoshka_4193	1	1	1	0	1	1	1	0	1	1	0	0	0	1	2	1	1	1	1	1	1	1	0	0	3	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1
3741	Matryoshka_42002	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3742	Matryoshka_4195	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	2	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	3	0
3743	Matryoshka_4206	1	0	1	0	0	0	0	0	3	2	2	2	1	2	2	2	0	0	2	2	2	2	0	2	3	3	2	2	2	2	1	0	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0
3744	Matryoshka_4204	1	0	1	0	0	0	0	0	1	1	1	1	1	1	2	1	0	1	2	2	1	1	0	1	1	2	1	0	0	2	1	0	1	1	1	1	3	2	2	2	1	0	1	0	1	0	2	2	0	1	0	0	2	0
3745	Matryoshka_4207	1	0	1	0	2	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	2	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3746	Matryoshka_4210	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	2	1	0	1	1	0	0	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1	2	1	0	1	0	0	0	1	1	0	0	0	0	0	1
3747	Matryoshka_4211	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	2	1	0	0	1	3	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3748	Matryoshka_4216	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	0	1	1	0	3	1	0	1	1	1	1	1	1	0	1	0	2	1	1	1	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0
3749	Matryoshka_4218	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	2	3	1	1	1	1	1	0	1	0	0	1
3750	Matryoshka_4220	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3751	Matryoshka_4221	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	3	2	0	0	0	1	0	1	1	0	0	0	0	0	0
3752	Matryoshka_4224	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3753	Matryoshka_4227	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3754	Matryoshka_4234	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	3	1	1	1	1	1	0	2	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0
3755	Matryoshka_4232	1	0	1	0	0	1	0	0	1	2	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	3	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1
3756	Matryoshka_4241	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	3	1	0	1	1	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1
3757	Matryoshka_4237	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	3	0	1	1	0	1	0	1	1	1	2	2	3	1	1	3	0	1	0	1	0	1	1	0	1	0	0	1	0
3758	Matryoshka_4240	1	0	0	0	1	1	2	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	2	1	2	0	0	0	0	0	2	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	2	1	1
3759	Matryoshka_4245	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	2	1	0	1	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	0
3760	Matryoshka_4246	2	0	2	0	2	1	0	0	1	1	0	1	2	2	0	2	0	2	2	0	2	2	0	2	1	3	2	0	0	0	0	0	2	2	1	1	0	1	0	1	3	0	0	0	2	0	1	2	2	2	1	0	2	1
3761	Matryoshka_4244	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	2	1	1	1	1	0	1	0	1	0	1	1	2	1	0	0	1	1
3762	Matryoshka_4249	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	2	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	3	1	0	1	1	0	1	1	0	0	0
3763	Matryoshka_4247	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	2	0	1	1	3	2	1	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3764	Matryoshka_4248	2	0	2	1	0	0	0	1	0	1	0	1	0	2	2	2	0	2	2	0	1	2	0	0	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3765	Matryoshka_4251	1	1	1	2	0	1	0	0	1	2	1	2	2	2	2	2	0	0	0	1	0	0	0	2	1	1	0	0	2	2	3	0	2	0	1	1	1	1	1	1	1	0	1	0	2	0	2	2	1	3	0	0	3	1
3766	Matryoshka_42537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3767	Matryoshka_4256	1	0	1	0	0	1	0	0	3	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1
3768	Matryoshka_4254	1	0	0	0	0	0	0	1	2	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1
3769	Matryoshka_4258	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3770	Matryoshka_4260	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	2	0	1	1	0	1	1	0	0	3	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3771	Matryoshka_4269	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3772	Matryoshka_4263	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	2	1	0	1	1	1	1	0	3	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0
3773	Matryoshka_4266	1	0	1	0	1	1	1	0	0	1	0	1	0	1	2	1	0	1	1	2	1	1	0	0	1	3	1	0	0	1	3	0	0	1	1	1	1	1	0	1	3	1	1	1	0	0	1	1	1	0	2	1	0	1
3774	Matryoshka_4267	0	0	0	1	1	3	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	3	1	0	0	1	0	0	0	1	0	1	1	0	1	2	1	0	0	0	1	1	1	0	1	0	1	0	0	1
3775	Matryoshka_4261	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	2	0	1	2	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3776	Matryoshka_4264	1	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	2	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0
3777	Matryoshka_4272	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	3	1	1	1	1	3	0	1	1	1	0	2	1	1	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0
3778	Matryoshka_4273	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	2	1	0	1	3	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0
3779	Matryoshka_4279	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	3	1	1	1	1	0	1	1	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	2	0	1	0	0	1
3780	Matryoshka_4281	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	2	0	2	2	0	2	2	0	0	2	1	2	0	0	0	2	0	0	0	1	0	2	1	1	1	0	0	0	0	1	0	0	2	0	1	0	0	1	0
3781	Matryoshka_4284	1	1	1	1	1	1	0	1	1	1	1	2	0	1	2	1	0	0	1	1	1	1	0	2	1	3	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2
3782	Matryoshka_4288	1	0	2	0	0	1	0	0	1	2	1	1	1	1	1	1	0	2	2	1	3	2	0	2	1	2	2	0	0	1	1	0	1	2	1	1	2	2	1	1	0	0	1	0	2	0	2	2	0	1	0	0	1	0
3783	Matryoshka_4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3784	Matryoshka_42908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
3785	Matryoshka_42938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
3786	Matryoshka_42943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3787	Matryoshka_42921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3788	Matryoshka_4294	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	3	1	1	1	1	0	0	1	3	1	0	0	1	1	0	0	3	1	1	1	1	0	1	1	0	1	0	2	0	1	1	0	1	0	0	1	0
3789	Matryoshka_4295	1	0	1	0	0	0	0	0	1	3	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	3	1	0	0	1	1	0	0	1	1	2	0	1	2	1	0	1	1	0	1	0	1	1	1	3	0	1	1	1
3790	Matryoshka_4296	2	0	1	0	0	2	0	0	1	1	0	2	2	0	1	2	0	0	2	0	1	2	0	2	3	0	2	0	2	0	2	0	0	3	0	0	0	0	0	0	0	2	1	0	1	2	2	2	2	0	2	2	2	2
3791	Matryoshka_4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
3792	Matryoshka_42977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3793	Matryoshka_42980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3794	Matryoshka_42991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3795	Matryoshka_42996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3796	Matryoshka_42988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3797	Matryoshka_4299	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	3	1	0	1	1	0	1	1	0	1	1	0	1	2	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0
3798	Matryoshka_4301	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	3	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	3	0	1	1	0	0	0	1	0	1	1	0	2	1	0	3	1
3799	Matryoshka_42999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3800	Matryoshka_43022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3801	Matryoshka_43019	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3802	Matryoshka_43015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3803	Matryoshka_43021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0
3804	Matryoshka_43043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3805	Matryoshka_43048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3806	Matryoshka_43032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3807	Matryoshka_43038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
3808	Matryoshka_43056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3809	Matryoshka_43071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3810	Matryoshka_4309	0	0	0	1	2	1	1	1	1	1	1	0	1	0	0	1	0	3	1	0	1	1	0	1	1	3	1	1	2	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	2	1	1	1	0	2	1	0	1
3811	Matryoshka_43073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3812	Matryoshka_43094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3813	Matryoshka_43124	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3814	Matryoshka_43134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3815	Matryoshka_43136	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3816	Matryoshka_43138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3817	Matryoshka_43143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3818	Matryoshka_43150	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3819	Matryoshka_43148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3820	Matryoshka_43155	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3821	Matryoshka_43171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3822	Matryoshka_43160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3823	Matryoshka_43159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3824	Matryoshka_43164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3825	Matryoshka_43168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
3826	Matryoshka_4319	2	0	2	0	0	1	0	0	2	3	2	2	2	2	2	2	0	2	2	1	2	2	0	2	1	0	2	2	2	2	2	0	2	2	2	2	2	2	1	1	2	0	2	0	2	0	2	2	0	2	0	0	2	0
3827	Matryoshka_43196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3828	Matryoshka_43211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3829	Matryoshka_4324	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830	Matryoshka_43214	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3831	Matryoshka_43221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0
3832	Matryoshka_43238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3833	Matryoshka_43239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3834	Matryoshka_43241	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3835	Matryoshka_43252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3836	Matryoshka_43258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
3837	Matryoshka_43259	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3838	Matryoshka_43266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3839	Matryoshka_43260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
3840	Matryoshka_43274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3841	Matryoshka_4327	1	0	1	0	1	3	1	0	1	1	1	0	1	1	0	2	0	1	1	1	3	1	0	1	0	2	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0
3842	Matryoshka_43277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3843	Matryoshka_43281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3844	Matryoshka_43286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0
3845	Matryoshka_43297	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3846	Matryoshka_4330	1	0	1	0	0	2	0	0	1	1	0	1	1	1	1	1	0	3	1	1	3	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0
3847	Matryoshka_4331	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	3	1	0	0	0	1	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
3848	Matryoshka_43336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3849	Matryoshka_43367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
