Entrez	Symbol	L_waltii	L_thermotolerans	L_kluyveri	E_cymbalariae	E_gossypii	K_lactis	T_delbrueckii	Z_rouxii	S_cerevisiae	S_mikatae	S_kudriavzevii	S_bayanus	C_glabrata	K_africana	K_naganishii	N_castellii	N_dairenensis	T_blattae	T_phaffii	V_polyspora
2405	YPR139C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2406	YDL135C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2407	YOR291W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2408	YJR067C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2409	YDR076W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2410	YBR261C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2411	YCR037C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2412	YLR074C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2413	YGL115W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2414	YMR099C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2415	YDR295C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2416	YHL020C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2417	YER032W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2418	YGR063C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2419	YML102W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2420	YNL273W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2421	YOL064C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2422	YBL004W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2423	YGL078C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2424	YFR050C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2425	YDR501W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2426	YJL076W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2427	YGR212W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2428	YNR018W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2429	YGL112C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2430	YBR171W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2431	YGR089W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2432	YDR168W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2433	YDR252W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2434	YLR105C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2435	YLR385C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2436	YOR253W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2437	YOR259C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2438	YCL059C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2439	YJL033W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2440	YCR052W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2441	YKL014C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2442	YBL024W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2443	YLR431C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2444	YMR167W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2445	YKL047W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2446	YGR078C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2447	YJL084C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2448	YHR100C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2449	YNL128W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2450	YOR246C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2451	YDR074W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2452	YOR231W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2453	YGR095C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2454	YPL195W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2455	YMR067C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2456	YPR018W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2457	YDL156W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2458	YNL076W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2459	YML112W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2460	YBL072C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2461	YHR207C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2462	YMR201C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2463	YOR039W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2464	YBR059C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2465	YBR085C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2466	YDR082W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2467	YDL095W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2468	YEL018W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2469	YOL110W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2470	YLR433C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2471	YAL021C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2472	YGR131W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2473	YHR065C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2474	YDR212W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2475	YPL070W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2476	YPR179C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2477	YJL105W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2478	YGR099W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2479	YHR030C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2480	YHR133C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2481	YDL001W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2482	YGR027C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2483	YER127W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2484	YGL079W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2485	YER142C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2486	YGL032C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2487	YER104W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2488	YPL150W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2489	YJL090C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2490	YKL190W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2491	YIL132C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2492	YJL179W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2493	YER044C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2494	YEL046C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2495	YML072C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2496	YJR086W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2497	YDR408C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2498	YFL017C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2499	YOL123W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	YJR032W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2501	YJR060W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2502	YKL184W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2503	YHR071W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2504	YCR002C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2505	YDR351W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2506	YBR289W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2507	YDL047W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2508	YBR080C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2509	YOL038W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2510	YDR354W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2511	YML035C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2512	YBR109C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2513	YNL230C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2514	YOR362C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2515	YGR007W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2516	YKR088C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2517	YDL070W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2518	YIL005W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2519	YIL106W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2520	YHR042W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2521	YHR098C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2522	YBR087W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2523	YKR023W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2524	Scer_YGOB_YDR134C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2525	YDL017W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2526	YOR106W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2527	YBL047C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2528	YOR303W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2529	YML127W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2530	YPL151C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2531	YDR400W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2532	YDR392W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2533	YOR279C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2534	YKL010C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2535	YMR239C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2536	YMR255W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2537	YIL035C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2538	YMR290C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2539	YDR468C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2540	YDL173W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2541	YFR043C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2542	YDL015C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2543	YOR123C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2544	YNL219C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2545	YGL252C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2546	YER042W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2547	YDL217C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2548	YCR088W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2549	YDR499W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2550	YKL182W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2551	YNL223W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2552	YOL124C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2553	YDL226C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2554	YOR245C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2555	YMR314W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2556	YBR155W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2557	YLL011W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2558	YBR153W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2559	YKL119C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2560	YJL089W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2561	YNL131W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2562	YKR048C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2563	YLL026W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2564	YDR486C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2565	YGL099W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2566	YCL044C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2567	YIL124W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2568	YPL003W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2569	YOL126C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2570	YBR152W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2571	YGL234W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2572	YNL251C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2573	YCR045C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2574	YBR247C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2575	YCR069W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2576	YKR026C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2577	YNL325C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2578	YBR249C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2579	YGL174W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2580	YDR108W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2581	YIL161W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2582	YDR477W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2583	YBR082C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2584	YDR183W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2585	YHR146W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2586	YMR055C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2587	YMR148W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2588	YLR359W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2589	YNL317W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2590	YMR292W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2591	YKL050C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2592	YBL068W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2593	YJR143C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2594	YML030W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2595	YMR243C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2596	YPL011C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2597	YDR490C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2598	YEL031W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2599	YNL062C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2600	YGR010W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2601	YBR210W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2602	YAR002C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2603	YHR169W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2604	YDR140W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2605	YHR027C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2606	YCL005W-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2607	YMR240C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2608	YDR045C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2609	YLR221C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2610	YPR160W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2611	YMR114C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2612	YML048W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2613	YGR179C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2614	YJL044C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2615	YGL100W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2616	YBR070C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2617	YDL201W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2618	YPR010C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2619	YOR195W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2620	YIR023W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2621	YDL233W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2622	YGL201C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2623	YOR287C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2624	YNL152W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2625	YEL061C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2626	YML066C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2627	YOR048C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2628	YJR022W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2629	YNL041C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2630	YLR107W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2631	YLR420W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2632	YMR277W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2633	YPL206C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2634	YAR015W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2635	YMR262W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2636	YNL328C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2637	YJR126C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2638	YBR091C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2639	YPR091C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2640	YDR325W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2641	YGL120C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2642	YGL094C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2643	YOR119C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2644	YLR060W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2645	YDR064W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2646	YIL097W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2647	YEL032W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2648	YGL110C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2649	YDR364C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2650	YKL181W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2651	YLR209C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2652	YIL093C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2653	YDL194W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2654	YPR021C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2655	YOR294W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2656	YDR174W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2657	YLR153C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2658	YDR273W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2659	YOR219C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2660	YFR051C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2661	YEL037C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2662	YHR102W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2663	YNL162W-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2664	YPL012W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2665	YJL051W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2666	YBR215W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2667	YBL007C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2668	YLR229C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2669	YGR060W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2670	YGL248W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2671	YDR398W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2672	YBR273C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2673	YOR032C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2674	YOR058C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2675	YOL006C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2676	YDR311W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2677	YJL030W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2678	YOL022C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2679	YDR198C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2680	YDR460W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2681	YPR069C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2682	YER003C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2683	YMR200W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2684	YBR023C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2685	YLR150W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2686	YNL051W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
